Hour,Price,Uni Value,Debt Value,Net PnL
362,3015.270218446971,10108.230164739489,5025.450364078285,82.77980066120381
363,3017.6937306539626,10112.464512141882,5029.489551089938,82.97496105194386
364,3021.861893018482,10119.571401362668,5036.436488364137,83.13491299853013
365,3019.4379999546836,10115.801386795658,5032.396666591139,83.40472020451853
366,3020.791569967054,10118.263071848305,5034.6526166117565,83.61045523654866
367,3020.8676489613217,10118.616866931834,5034.779414935537,83.8374519962972
368,3021.457839739344,10119.81847509961,5035.76306623224,84.0554088673698
369,3016.790215844735,10112.341443417312,5027.983693074559,84.3577503427532
370,3016.938103577245,10112.814163860048,5028.2301726287415,84.58399123130675
371,3019.944460530092,10118.007080766869,5033.240767550154,84.76631321671539
372,3028.7219379486746,10132.687620530029,5047.8698965811245,84.81772394890413
373,3034.5382447688635,10142.457672200711,5057.563741281439,84.89393091927195
374,3047.6342516531786,10164.068864081168,5079.390419421965,84.6784446592028
375,3042.9606494166114,10156.682281353062,5071.6010823610195,85.08119899204212
376,3048.2741578943806,10165.566726204797,5080.456929823968,85.10979638082972
377,3049.3921162468782,10167.613354121666,5082.3201937447975,85.2931603768684
378,3062.7765397041812,10189.532166203688,5104.627566173635,84.90460003005228
379,3057.8292656038434,10181.759944046222,5096.382109339739,85.37783470648264
380,3052.698123494019,10173.66943823579,5087.830205823365,85.83923241242428
381,3049.0407865049388,10167.955280991595,5081.734644174898,86.22063681669715
382,3036.116566255084,10147.096943981282,5060.194277091807,86.90266688947486
383,3032.9257370813134,10142.098213218474,5054.8762284688555,87.22198474961897
384,3028.3244449821414,10134.774239575425,5047.2074083035695,87.56683127185534
385,3029.2354643468434,10136.499222410464,5048.725773911406,87.77344849905876
386,3031.3066907641646,10140.127720655017,5052.1778179402745,87.94990271474217
387,3042.702556419648,10159.000967015936,5071.17092736608,87.83003964985619
388,3048.491770968278,10168.660471438723,5080.819618280464,87.84085315825905
389,3044.9764272790358,10163.165201365538,5074.960712131727,88.20448923381173
390,3039.5100368427784,10154.473281391447,5065.850061404631,88.62321998681637
391,3042.5018948719926,10159.5868219831,5070.836491453321,88.7503305297796
392,3034.478867732197,10146.69830293833,5057.464779553662,89.23352338466793
393,3045.6142952023647,10165.117748795155,5076.0238253372745,89.09392345788092
394,3052.8070146330324,10177.042545812685,5088.011691055054,89.03085475763055
395,3049.9437527721957,10172.61978482025,5083.23958795366,89.38019686659027
396,3039.511706566866,10155.8458728389,5065.85284427811,89.99302856078975
397,3047.753081161804,10169.513387545603,5079.588468603007,89.92491894259638
398,3047.0549827923674,10168.605455417819,5078.424971320613,90.18048409720632
399,3054.607716554373,10181.105742033826,5091.0128609239555,90.09288110987018
400,3044.8825288436856,10165.5235961686,5074.804214739476,90.71938142912313
401,3041.234662649167,10159.801629819814,5068.724437748612,91.07719207120226
402,3041.266557459101,10160.082013117126,5068.777595765168,91.30441735195745
403,3041.552331902076,10160.776853819787,5069.25388650346,91.52296731632669
404,3038.81576835104,10156.534952787346,5064.692947251733,91.84200553561277
405,3042.6035794906034,10162.949075491686,5071.005965817672,91.94310967401361
406,3036.113819077154,10152.57189934616,5060.189698461923,92.38220088423623
407,3035.249381517117,10151.384957295093,5058.748969195195,92.63598809989799
408,3035.9797238540923,10152.809020455305,5059.966206423487,92.8428140318174
409,3039.1049830718343,10158.149230385447,5065.17497178639,92.97425859905616
410,3043.4334071562357,10165.444241998011,5072.38901192706,93.05523007095144
411,3036.5955535503163,10154.501879545121,5060.992589250527,93.5092902945944
412,3027.2928636976344,10139.47137229622,5045.488106162724,93.98326613349673
413,3035.038559829301,10152.409571365493,5058.397599715502,94.01197164999121
414,3037.0564019929066,10155.940878015763,5061.760669988178,94.18020802758474
415,3032.5134115531537,10148.728091537918,5054.189019255256,94.53907228266144
416,3041.9357978876087,10164.370798418817,5069.892996479348,94.47780193946892
417,3042.6396289217932,10165.74761698425,5071.066048202989,94.68156878126138
418,3049.824451324894,10177.676988994826,5083.040752208157,94.63623678666954
419,3050.2363181639334,10178.57478451588,5083.727196939889,94.84758757599138
420,3062.83379688569,10199.213685475701,5104.722994809484,94.49069066621723
421,3073.6053280456927,10216.792460448196,5122.675546742821,94.11691370537483
422,3072.075273939408,10214.561897636515,5120.12545656568,94.43644107083492
423,3078.0505556600383,10224.382117022027,5130.084259433397,94.29785758863
424,3082.0261204424405,10230.976395744801,5136.7102007374015,94.2661950073998
425,3090.4739936126916,10244.690099915862,5150.789989354486,93.9001105613761
426,3084.515603131196,10235.412918743647,5140.8593385519935,94.55358019165305
427,3088.7507808824553,10242.400570968084,5147.917968137425,94.48260283065883
428,3095.296125111418,10253.047115425776,5158.826875185697,94.22024024007897
429,3084.427612165514,10235.957264781884,5140.712686942524,95.24457783936032
430,3077.136891917299,10224.515474550017,5128.561486528833,95.95398802118416
431,3064.6124563793314,10204.596560666432,5107.687427298886,96.90913336754602
432,3062.9616460775032,10202.159895868232,5104.936076795839,97.22381907239287
433,3067.360410439766,10209.484446954491,5112.267350732944,97.21709622154776
434,3076.5908119418714,10224.552903336516,5127.651353236452,96.90155010006401
435,3077.0467643660363,10225.512495302557,5128.411273943394,97.10122135916299
436,3087.085757540406,10241.799697413924,5145.142929234011,96.65676817991334
437,3078.576523438023,10228.421409429227,5130.960872396705,97.46053703252255
438,3068.106381843293,10211.827879004912,5113.510636405489,98.31724259942257
439,3067.7655482772007,10211.507107623485,5112.942580462001,98.56452716148397
440,3070.1228990433524,10215.531188778075,5116.871498405588,98.6596903724876
441,3069.9221518171994,10215.43643344053,5116.5369196953325,98.89951374519842
442,3057.2545867219496,10195.21287413952,5095.42431120325,99.78856293627086
443,3056.7097099836897,10194.558567437563,5094.516183306149,100.04238413141411
444,3048.7453346088164,10181.858315591531,5081.242224348028,100.61609124350343
445,3052.831392436686,10188.725952052593,5088.05232072781,100.67363132478295
446,3055.070538471579,10192.586840502494,5091.784230785965,100.80260971652933
447,3049.3331345411566,10183.499183145106,5082.2218909019275,101.27729224317864
448,3046.200841563038,10178.630218884668,5077.001402605064,101.6288162796036
449,3039.7545177636084,10168.34307391289,5066.257529606014,102.08554430687673
450,3039.3734835087794,10167.94876711481,5065.622472514632,102.3262946001787
451,3045.1851011472468,10177.660490231618,5075.308501912078,102.35198831953949
452,3039.1875784638514,10168.101572637268,5065.312630773086,102.78894186418165
453,3042.252907090329,10173.335794295846,5070.421511817215,102.91428247863132
454,3039.028261723328,10168.297807644822,5065.047102872213,103.25070477260851
455,3034.2129547680393,10160.646222427686,5057.021591280066,103.62463114761977
456,3033.563518470465,10159.810325374152,5055.939197450775,103.87112792337666
457,3027.2890696028444,10149.73910711045,5045.481782671408,104.25732443904235
458,3023.9388118321053,10144.454710422759,5039.898019720175,104.55669070258318
459,3016.70286417235,10132.745016454015,5027.838106953917,104.90690950009775
460,3028.580168399336,10152.546022967403,5047.633613998893,104.91240896850923
461,3028.7937729200394,10153.125270947814,5047.989621533399,105.13564941441473
462,3024.5580889047515,10146.387642484966,5040.930148174586,105.45749431037984
463,3025.852755257331,10148.746706602273,5043.087925428885,105.65878117338798
464,3025.1730553322577,10147.856543301012,5041.95509222043,105.90145108058186
465,3023.836408155293,10145.884237533208,5039.727346925489,106.1568906077191
466,3027.552969532769,10152.227745537351,5045.921615887949,106.30612964940246
467,3032.1432352504444,10159.993169917896,5053.572058750741,106.42111116715478
468,3028.9278303960086,10154.943672496698,5048.213050660014,106.7306218366839
469,3025.4416144193865,10149.44006611264,5042.4026906989775,107.03737541366263
470,3023.777766404207,10146.929210321678,5039.629610673678,107.29959964799946
471,3009.8887662436077,10124.203156290941,5016.481277072679,107.72187921826207
472,3000.7814594094043,10109.293045512546,5001.302432349007,107.99061316353891
473,3008.9960645440574,10123.17894896248,5014.993440906763,108.18550805571795
474,3018.911769367107,10139.81854914308,5031.519615611845,108.29893353123407
475,3017.4085081027893,10137.564070908953,5029.014180171315,108.54989073763772
476,3020.8899307269426,10143.539462288381,5034.816551211571,108.7229110768103
477,3022.771021071454,10146.868888203146,5037.951701785757,108.91718641738862
478,3041.4419510125554,10177.719951269524,5069.069918354259,108.650032915265
479,3048.2598254910304,10189.05939022171,5080.4330424850505,108.62634773665923
480,3047.480073129159,10188.018851660756,5079.133455215265,108.8853964454911
481,3041.661653731447,10178.763524563565,5069.436089552412,109.32743501115237
482,3031.904803638233,10163.026753887549,5053.174672730388,109.85208115716068
483,3033.1388194484516,10165.278583226287,5055.23136574742,110.04721747886742
484,3028.554054399895,10157.982568952862,5047.590090666492,110.39247828637053
485,3019.9515506659645,10144.046177643078,5033.252584443275,110.79359319980358
486,3016.048837029855,10137.828243608305,5026.748061716425,111.08018189187987
487,3009.5318847706335,10127.264202742792,5015.886474617722,111.37772812506955
488,3019.704050092509,10144.322677526805,5032.840083487516,111.48259403928932
489,3025.033329505886,10153.334334234029,5041.722215843143,111.61211839088537
490,3024.98509487903,10153.483252708067,5041.641824798384,111.84142790968326
491,3033.9519767395514,10168.437786875615,5056.586627899253,111.85115897636206
492,3034.421476522867,10169.435334709577,5057.3691275381125,112.06620717146416
493,3029.1989773144946,10161.096826874445,5048.664962190825,112.43186468362092
494,3038.4407383108864,10176.469804875265,5064.067897184811,112.40190769045421
495,3041.7173962796014,10182.0508592282,5069.528993799336,112.52186542886466
496,3035.413917455687,10171.974016499047,5059.023195759479,112.95082073956837
497,3034.258624021694,10170.310087057303,5057.097706702823,113.21238035448005
498,3028.949569610108,10161.828699097437,5048.249282683513,113.57941641392426
499,3020.5842811606562,10148.286442576717,5034.307135267761,113.97930730895587
500,3026.1846611888272,10157.740221745144,5043.641101981379,114.09911976376497
501,3037.7632501663657,10176.96014009128,5062.938750277276,114.02138981400367
502,3029.2780884135077,10163.281559626046,5048.796814022513,114.48474560353316
503,3032.6907900453216,10169.110266392076,5054.484650075537,114.62561631653898
504,3028.7469611708198,10162.865717281496,5047.911601951367,114.95411533012975
505,3025.797639042203,10158.2450658919,5042.996065070339,115.24900082156182
506,3022.214833618783,10152.573280655648,5037.024722697972,115.54855795767617
507,3016.997011626683,10144.190053333792,5028.328352711139,115.86170062265319
508,3017.289805046284,10144.902187813877,5028.816341743807,116.08584607007015
509,3012.2795348545455,10136.84154793677,5020.465891424243,116.37565651252771
510,3013.9093587345174,10139.768504954192,5023.182264557529,116.58624039666302
511,3013.6065477309558,10139.495590270943,5022.677579551593,116.81801071934933
512,3012.166701009713,10137.339568853184,5020.277835016189,117.06173383699479
513,3006.7041939986543,10128.506548143841,5011.173656664424,117.33289147941741
514,3003.2378321239885,10122.97192975606,5005.396386873314,117.57554288274605
515,3007.7785002561045,10130.747208457697,5012.964167093508,117.78304136418865
516,3010.7933060666865,10135.976920473158,5017.988843444477,117.98807702868089
517,3004.912623057727,10126.442497726603,5008.187705096212,118.25479263039051
518,3005.509652156964,10127.66326743678,5009.182753594941,118.48051384183873
519,3010.0296500781624,10135.395700451794,5016.716083463604,118.67961698818999
520,2999.9964900207206,10118.943921718897,4999.994150034535,118.94977168436253
521,3003.258419442214,10124.604359789124,5005.430699070356,119.17366071876768
522,2999.280994794455,10118.207835255467,4998.801657990759,119.40617726470828
523,3002.705720051182,10124.14118760604,5004.509533418637,119.63165418740209
524,2998.1255315409567,10116.737435129333,4996.875885901594,119.86154922773858
525,2987.3225152275177,10098.895074953296,4978.870858712529,120.02421624076669
526,2977.6143359349367,10082.800612776475,4962.690559891561,120.11005288491378
527,2977.900706557875,10083.511545343761,4963.167844263125,120.34370108063649
528,2979.4479640234354,10086.346262737055,4965.746606705726,120.59965603132969
529,2974.0641055487804,10077.496577896749,4956.773509247968,120.72306864878101
530,2977.864962049863,10084.136240199337,4963.108270083106,121.0279701162317
531,2967.985820777883,10067.674883087877,4946.643034629805,121.03184845807209
532,2967.593598885547,10067.238876907973,4945.989331475912,121.2495454320615
533,2960.4146883268413,10055.28502988942,4934.0244805447355,121.26054934468357
534,2956.557792561179,10048.950350270108,4927.5963209352985,121.35402933480964
535,2956.838079668281,10049.656030951492,4928.063466113802,121.59256483768968
536,2951.754249113122,10041.215421871626,4919.590415188537,121.62500668308894
537,2949.4848949942957,10037.566921677415,4915.808158323826,121.75876335358862
538,2955.426963330677,10047.936944038696,4925.711605551129,122.22533848756757
539,2952.019006159292,10042.352359832912,4920.0316769321535,122.32068290075858
540,2956.9570897234476,10051.000254859726,4928.261816205746,122.73843865397976
541,2950.2836422154314,10039.845191078764,4917.139403692386,122.70578738637869
542,2953.411444244726,10045.413546370866,4922.352407074544,123.06113929632193
543,2961.938821661286,10060.158150847043,4936.56470276881,123.59344807823254
544,2947.333231632972,10035.485273669074,4912.2220527216205,123.26322094745319
545,2942.63954126896,10027.672578864169,4904.399235448267,123.27334341590176
546,2946.0377324123497,10033.724393133492,4910.062887353916,123.66150577957615
547,2944.841616557243,10031.9040402314,4908.069360928738,123.83467930266215
548,2947.028359684958,10035.876796680557,4911.713932808264,124.1628638722932
549,2943.4705860120152,10030.010902405056,4905.784310020025,124.22659238503093
550,2943.9803791385707,10031.113116772789,4906.633965230952,124.47915154183738
551,2943.06390036791,10029.770209933422,4905.106500613183,124.66370932023892
552,2949.9456480795297,10041.779054549175,4916.57608013255,125.2029744166257
553,2951.447085363028,10044.572220113094,4919.078475605046,125.49374450804771
554,2953.440591086115,10048.202995048616,4922.400985143526,125.80200990509002
555,2951.008684569352,10044.280134772469,4918.347807615587,125.93232715688191
556,2948.1322269721727,10039.5919211364,4913.553711620288,126.03820951611215
557,2945.5828524169087,10035.456851278688,4909.304754028181,126.15209725050681
558,2947.907552212532,10039.664223701495,4913.179253687554,126.48497001394117
559,2945.4265501617115,10035.645772218464,4909.04425026952,126.60152194894454
560,2947.1340660232268,10038.797424072656,4911.890110038711,126.90731403394511
561,2959.3924582888653,10059.939504480935,4932.320763814776,127.61874066615928
562,2964.5529521723383,10068.933744890051,4940.9215869538975,128.01215793615393
563,2962.6205541984855,10065.882215318024,4937.7009236641425,128.181291653882
564,2969.746592779401,10078.189791363151,4949.577654632335,128.61213673081602
565,2967.323820690254,10074.31611732269,4945.539701150423,128.776416172268
566,2955.2528885017946,10054.0329616504,4925.421480836325,128.61148081407555
567,2949.300590983363,10044.101191053263,4915.500984972272,128.60020608099148
568,2938.28615411596,10025.448814458854,4897.143590193267,128.30522426558673
569,2936.22118565898,10022.12581255787,4893.7019760983,128.42383645956943
570,2936.329348521516,10022.540231529541,4893.88224753586,128.65798399368123
571,2946.1910159121253,10039.694605473822,4910.3183598535425,129.3762456202794
572,2948.118026818966,10043.220600314184,4913.5300446982765,129.69055561590721
573,2946.82644138935,10041.238978208288,4911.377402315583,129.86157589270533
574,2951.718726550679,10049.830570511664,4919.5312109177985,130.29935959386512
575,2938.6942476648237,10027.74838928162,4897.82374610804,129.92464317358008
576,2940.0793722878775,10030.356283246543,4900.132287146463,130.2239961000805
577,2944.6156779802272,10038.366238354905,4907.6927966337125,130.67344172119283
578,2935.9208039565224,10023.663707935528,4893.201339927537,130.46236800799034
579,2942.644433783553,10035.443527394566,4904.407389639255,131.03613775531085
580,2944.637257409817,10039.088145352507,4907.728762349695,131.35938300281214
581,2942.1925282891675,10035.124970834579,4903.654213815279,131.47075701929953
582,2945.918417624065,10041.73926824111,4909.8640293734425,131.87523886766758
583,2959.3273940664917,10064.85166900471,4932.212323444153,132.63934556055756
584,2960.4039934330185,10066.910684303344,4934.006655721698,132.90402858164634
585,2961.8740247247283,10069.637120293948,4936.456707874548,133.18041241940045
586,2959.1541360938813,10065.24189168548,4931.923560156469,133.31833152901163
587,2954.128767123363,10056.911015458089,4923.547945205605,133.36307025248334
588,2959.038680716136,10065.50211090448,4931.731134526894,133.7709763775856
589,2953.976645169914,10057.108207441037,4923.2944086165235,133.81379882451347
590,2954.399485416935,10058.057581563487,4923.999142361558,134.0584392019291
591,2951.5784512895825,10053.472335607206,4919.2974188159715,134.17491679123486
592,2954.407299098831,10058.527525696865,4924.012165164719,134.5153605321466
593,2956.3795045944653,10062.11698444888,4927.299174324109,134.8178101247704
594,2962.5205976730335,10072.79009943636,4937.534329455056,135.2557699813051
595,2959.5002701779486,10067.88542887054,4932.500450296581,135.38497857395942
596,2957.9033113080604,10065.396607542874,4929.838852180101,135.5577553627736
597,2952.1187979551883,10055.764722974714,4920.197996591981,135.56672638273358
598,2949.4967501161477,10051.51412623748,4915.827916860247,135.68620937723335
599,2951.7232832386453,10055.546113118418,4919.538805397742,136.00730772067618
600,2956.195509658691,10063.401723195211,4926.992516097819,136.40920709739203
601,2950.748332419735,10054.33770753422,4917.913887366225,136.42382016799456
602,2955.88477424243,10063.328941952632,4926.474623737384,136.854318215248
603,2963.90986705848,10077.20332528685,4939.8497784308,137.35354685604943
604,2966.3616481487666,10081.58979772323,4943.936080247944,137.6537174752866
605,2977.5170817615913,10100.673223716127,4962.528469602652,138.14475411347485
606,2972.912704382006,10093.131876848476,4954.854507303343,138.2773695451333
607,2965.5214082501925,10080.850276654746,4942.535680416988,138.31459623775845
608,2954.990484967917,10063.174738505122,4924.984141613195,138.19059689192727
609,2963.845318996933,10078.463647447212,4939.742198328222,138.72144911898977
610,2967.7267354835744,10085.272607700923,4946.211225805958,139.06138189496505
611,2967.396833593514,10084.942090884259,4945.661389322524,139.28070156173453
612,2969.0588548944042,10087.984794616714,4948.431424824007,139.5533697927067
613,2962.3830847754093,10076.89446720375,4937.305141292349,139.58932591140183
614,2976.9090914094295,10101.703089603956,4961.5151523490495,140.1879372549065
615,2977.6785502583784,10103.228474260693,4962.797583763964,140.43089049672926
616,2978.330106599461,10104.55472092901,4963.883510999102,140.6712099299084
617,2982.6563908852413,10112.064177958537,4971.0939848087355,140.97019314980116
618,2985.5271420398753,10117.115283312065,4975.878570066459,141.23671324560564
619,2986.8642650403217,10119.587567180091,4978.107108400536,141.4804587795552
620,2982.145915950709,10111.890798330258,4970.243193251182,141.64760507907613
621,2984.959216996148,10116.846663231503,4974.9320283269135,141.91463490458955
622,2996.215921834661,10135.924675861166,4993.693203057768,142.231472803398
623,3004.2891167293546,10149.606621563897,5007.148527882258,142.45809368163827
624,3013.8771706630496,10165.742626803785,5023.128617771749,142.61400903203594
625,3010.7972629155124,10160.869324469755,5017.995438192521,142.8738862772343
626,3004.8441571126327,10151.214510564289,5008.073595187721,143.14091537656714
627,3004.0883120082417,10150.185889232569,5006.81385334707,143.37203588549892
628,3004.4231357813082,10150.971053187855,5007.3718929688475,143.5991602190079
629,3011.0051637798697,10162.127184408158,5018.341939633116,143.78524477504197
630,3000.830354520513,10145.447563894317,5001.383924200855,144.06363969346148
631,3010.024251934267,10160.957524794025,5016.707086557111,144.2504382369134
632,3009.0731870045124,10159.608276923973,5015.121978340854,144.4862985831187
633,3006.505250600698,10155.573329254645,5010.8420843344975,144.73124492014722
634,3000.425611669013,10145.68644625961,5000.709352781689,144.9770934779208
635,2990.5114785047276,10129.353704167963,4984.185797507879,145.16790666008364
636,2995.4389356897823,10137.823341463605,4992.398226149638,145.42511531396758
637,2995.87820688267,10138.785361569602,4993.13034480445,145.65501676515214
638,2988.1590370969056,10126.096937042348,4980.265061828176,145.83187521417221
639,2980.4292494293786,10113.340691881886,4967.382082382298,145.9586094995875
640,2978.4283562953287,10110.199702297956,4964.047260492215,146.15244180574064
641,2988.3870904662795,10127.164192692928,4980.645150777133,146.51904191579524
642,2986.8359742710472,10124.79124641071,4978.059957118412,146.73128929229824
643,2977.8701750078953,10109.94411190219,4963.1169583464925,146.8271535556978
644,2976.4069527315623,10107.705682078958,4960.678254552604,147.0274275263546
645,2974.78392275199,10105.195731999283,4957.97320458665,147.2225274126331
646,2958.781807384865,10078.30711070179,4931.303012308108,147.0040983936815
647,2958.460531502237,10077.9887671132,4930.767552503728,147.22121460947164
648,2957.0944256215753,10075.891654003375,4928.490709369293,147.4009446340824
649,2961.214789500359,10083.12893569508,4935.357982500599,147.77095319448108
650,2972.1853733938074,10101.94856728764,4953.642288989679,148.3062782979605
651,2978.889643559884,10113.48817757141,4964.816072599807,148.6721049716025
652,2977.2880947657122,10111.017835721093,4962.146824609521,148.87101111157244
653,2970.7064873417276,10100.133245255824,4951.17747890288,148.955766352944
654,2986.035293361836,10126.187422831996,4976.725488936394,149.46193389560176
655,2986.388970973627,10127.00927379954,4977.314951622711,149.6943221768288
656,2986.472168699991,10127.37719117079,4977.453614499986,149.92357667080432
657,2986.3280743738646,10127.363705834983,4977.213457289775,150.15024854520834
658,2987.5114009217173,10129.577168130358,4979.185668202862,150.39149992749572
659,2986.648968675853,10128.358776057827,4977.748281126423,150.610494931404
660,2983.224279583111,10122.836118644764,4972.040465971852,150.79565267291127
661,2979.9632574852467,10117.579141083183,4966.605429142078,150.97371194110474
662,2979.768056795165,10117.478825325115,4966.2800946586085,151.1987306665069
663,2976.531256522642,10112.25320652384,4960.885427537736,151.36777898610308
664,2972.29066462254,10105.322852649626,4953.8177743709,151.5050782787257
665,2972.9234151083338,10106.620291065426,4954.87235851389,151.7479325515369
666,2971.4077461222614,10104.287083510226,4952.346243537103,151.94083997312282
667,2980.359155061975,10119.615411142859,4967.265258436625,152.35015270623353
668,2964.599286639089,10093.213262265694,4940.998811065148,152.21445120054523
669,2971.078116622619,10104.414675954142,4951.796861037698,152.61781491644342
670,2978.491783740054,10117.15587446108,4964.15297290009,153.0029015609889
671,2966.166205592296,10096.555322448548,4943.6103426538275,152.9449797947209
672,2964.133965374085,10093.337027037172,4940.223275623475,153.11375141369717
673,2961.9327821106817,10089.828256808101,4936.554636851137,153.27361995696447
674,2953.6065967526724,10075.883436571441,4922.6776612544545,153.20577531698655
675,2949.015439758014,10068.27123611699,4915.025732930024,153.24550318696674
676,2942.4724982501834,10057.294736586196,4904.120830416972,153.1739061692242
677,2952.802603995004,10075.196655880558,4921.337673325007,153.85898255555094
678,2958.3335247355144,10084.850265191148,4930.555874559191,154.29439063195696
679,2965.866467359342,10097.873681436824,4943.110778932237,154.76290250458715
680,2970.1503241057417,10105.356882396667,4950.250540176236,155.10634222043063
681,2963.4509838859353,10094.232723080477,4939.084973143225,155.14774993725132
682,2960.343833735758,10089.182840887945,4933.906389559596,155.27645132834823
683,2963.2426860583646,10094.335759827014,4938.737810097275,155.5979497297394
684,2956.0086080456176,10082.261389573898,4926.681013409363,155.58037616453475
685,2960.2268739419965,10089.668929696532,4933.711456569994,155.9574731265384
686,2958.804380426466,10087.477935744559,4931.340634044111,156.137301700448
687,2956.587168692886,10083.931892132461,4927.64528115481,156.28661097765143
688,2960.7941892461413,10091.31824221738,4934.656982076903,156.66126014047677
689,2963.4261027979037,10096.01697354447,4939.043504663173,156.97346888129778
690,2961.2874817446004,10092.61319030023,4935.479136241001,157.13405405922913
691,2968.1616657791187,10104.502354524373,4946.936109631864,157.56624489250862
692,2961.7510570959053,10093.857447046365,4936.251761826509,157.60568521985533
693,2965.4018011274175,10100.28216210174,4942.336335212362,157.9458268893768
694,2968.9214553032957,10106.473678103404,4948.202425505493,158.27125259791137
695,2967.083986013876,10103.590149221125,4945.139976689793,158.4501725313321
696,2969.0199454607528,10107.097016031928,4948.366575767922,158.73044026400657
697,2961.600070114291,10094.742485814315,4936.0001168571525,158.7423689571624
698,2967.078327582792,10104.265493496085,4945.13054597132,159.13494752476436
699,2965.9812921959533,10102.634554907498,4943.302153659923,159.33240124757504
700,2962.8821390771836,10097.604925069276,4938.136898461973,159.46802660730282
701,2969.1048458694063,10108.382275146714,4948.50807644901,159.87419869770383
702,2964.925249903124,10101.528748445455,4941.542083171874,159.9866652735809
703,2956.585037362493,10087.581229996762,4927.641728937489,159.93950105927343
704,2947.3947376278347,10072.120197912853,4912.324562713058,159.79563519979456
705,2950.9692044358117,10078.4592773931,4918.28200739302,160.17727000008017
706,2943.421857229986,10065.772107141971,4905.70309538331,160.06901175866096
707,2953.770204928811,10083.696751628338,4922.9503415480185,160.74641008031995
708,2941.4966931392873,10062.926458894051,4902.4944885654795,160.43197032857188
709,2951.49388494323,10080.268573679834,4919.156474905384,161.1120987744498
710,2952.739781358773,10082.623695948329,4921.232968931289,161.39072701703935
711,2952.1686992860805,10081.877303325718,4920.281165476801,161.59613784891735
712,2948.9530657210244,10076.612081951738,4914.921776201708,161.69030575003035
713,2951.308072900498,10080.864511033002,4918.846788167497,162.01772286550477
714,2951.085938058406,10080.713451022548,4918.476563430677,162.23688759187098
715,2957.605005251248,10092.057766494914,4929.3416754187465,162.7160910761677
716,2958.2807629693657,10093.436275512307,4930.467938282276,162.96833723003147
717,2959.170166260696,10095.177835594057,4931.95027710116,163.2275584928966
718,2957.018967736614,10091.7448963386,4928.36494622769,163.3799501109097
719,2956.6822083350066,10091.399699817832,4927.803680558344,163.59601925948755
